"2024-02-02 at 9:47"
System_Date_(Y-M-D)	System_Time_(h:m:s)	CO₂_(µmol_mol⁻¹)	Cell_Temperature_(°C)	Cell_Pressure_(kPa)	CO₂_Absorption	Input_Voltage_(V)	Flow_Rate_(L_min⁻¹)	
2024-02-02	9:47:40	2.27520e3	5.14935e1	9.75924e1	1.8756937e-1	1.2047898e1	7.7957696e-1	
2024-02-02	9:47:40	2.27419e3	5.14968e1	9.76122e1	1.8752567e-1	1.2064683e1	7.6160449e-1	
2024-02-02	9:47:41	2.27316e3	5.15001e1	9.76132e1	1.8748115e-1	1.2077271e1	7.7045531e-1	
2024-02-02	9:47:41	2.27436e3	5.15001e1	9.76230e1	1.8753189e-1	1.2063844e1	7.7197656e-1	
2024-02-02	9:47:42	2.27262e3	5.14935e1	9.76282e1	1.8746040e-1	1.2044541e1	7.5611214e-1	
2024-02-02	9:47:42	2.27154e3	5.14968e1	9.76325e1	1.8741402e-1	1.2073075e1	7.4580407e-1	
2024-02-02	9:47:43	2.27216e3	5.14968e1	9.76434e1	1.8744006e-1	1.2068879e1	7.5945243e-1	
2024-02-02	9:47:43	2.27074e3	5.14968e1	9.76392e1	1.8738030e-1	1.2063844e1	7.4958868e-1	
2024-02-02	9:47:44	2.26852e3	5.14935e1	9.76397e1	1.8728704e-1	1.2073915e1	7.4892644e-1	
2024-02-02	9:47:44	2.27120e3	5.14935e1	9.76592e1	1.8740060e-1	1.2063004e1	7.4543886e-1	
2024-02-02	9:47:45	2.27297e3	5.14968e1	9.76389e1	1.8747426e-1	1.2063004e1	7.5915546e-1	
2024-02-02	9:47:45	2.27069e3	5.14968e1	9.76437e1	1.8737798e-1	1.2047059e1	7.5184373e-1	
2024-02-02	9:47:46	2.26918e3	5.14968e1	9.76477e1	1.8731409e-1	1.2057130e1	7.4529972e-1	
2024-02-02	9:47:46	2.26919e3	5.14935e1	9.76447e1	1.8731573e-1	1.2061326e1	7.6055865e-1	
2024-02-02	9:47:47	2.27066e3	5.14935e1	9.76474e1	1.8737779e-1	1.2042863e1	7.5931339e-1	
2024-02-02	9:47:47	2.26950e3	5.14968e1	9.76289e1	1.8732786e-1	1.2066361e1	7.6395492e-1	
2024-02-02	9:47:48	2.26852e3	5.14968e1	9.76315e1	1.8728626e-1	1.2059648e1	7.7310247e-1	
2024-02-02	9:47:48	2.27141e3	5.14935e1	9.76307e1	1.8740928e-1	1.2047059e1	7.5789422e-1	
2024-02-02	9:47:49	2.27067e3	5.14935e1	9.76407e1	1.8737826e-1	1.2083146e1	7.5023126e-1	
2024-02-02	9:47:49	2.26798e3	5.14935e1	9.76294e1	1.8726449e-1	1.2060487e1	7.7359576e-1	
2024-02-02	9:47:50	2.26930e3	5.14935e1	9.76277e1	1.8732036e-1	1.2064683e1	7.6799149e-1	
2024-02-02	9:47:50	2.27098e3	5.14902e1	9.76399e1	1.8739241e-1	1.2041184e1	7.6111531e-1	
2024-02-02	9:47:51	2.26965e3	5.14935e1	9.76214e1	1.8733502e-1	1.2077271e1	7.7045593e-1	
2024-02-02	9:47:51	2.26844e3	5.14968e1	9.76239e1	1.8728273e-1	1.2068879e1	7.8019499e-1	
2024-02-02	9:47:52	2.26737e3	5.14968e1	9.76147e1	1.8723749e-1	1.2052094e1	7.8179416e-1	
2024-02-02	9:47:52	2.26498e3	5.15001e1	9.76077e1	1.8713563e-1	1.2051255e1	7.8494815e-1	
2024-02-02	9:47:53	2.26570e3	5.14968e1	9.76060e1	1.8716679e-1	1.2071397e1	7.8103208e-1	
2024-02-02	9:47:53	2.26685e3	5.14935e1	9.76192e1	1.8721676e-1	1.2032792e1	7.6361327e-1	
2024-02-02	9:47:54	2.26634e3	5.14935e1	9.76287e1	1.8719511e-1	1.2058808e1	7.5064110e-1	
2024-02-02	9:47:54	2.26750e3	5.14935e1	9.76417e1	1.8724424e-1	1.2067201e1	7.5974006e-1	
2024-02-02	9:47:55	2.26838e3	5.14968e1	9.76410e1	1.8728018e-1	1.2068879e1	7.4680023e-1	
2024-02-02	9:47:55	2.26415e3	5.15001e1	9.76364e1	1.8710036e-1	1.2072236e1	7.6525311e-1	
2024-02-02	9:47:56	2.26291e3	5.14968e1	9.76332e1	1.8704886e-1	1.2047898e1	7.5455689e-1	
2024-02-02	9:47:56	2.26266e3	5.14935e1	9.76382e1	1.8703914e-1	1.2070558e1	7.4788370e-1	
2024-02-02	9:47:57	2.26160e3	5.14968e1	9.76640e1	1.8699316e-1	1.2042863e1	7.4414978e-1	
2024-02-02	9:47:57	2.26490e3	5.14935e1	9.76449e1	1.8713389e-1	1.2082307e1	7.5673513e-1	
2024-02-02	9:47:58	2.26560e3	5.14935e1	9.76574e1	1.8716382e-1	1.2067201e1	7.4049830e-1	
2024-02-02	9:47:58	2.26261e3	5.14935e1	9.76574e1	1.8703716e-1	1.2068879e1	7.5055332e-1	
2024-02-02	9:47:59	2.26148e3	5.14968e1	9.76632e1	1.8698810e-1	1.2061326e1	7.5464444e-1	
2024-02-02	9:47:59	2.26162e3	5.15001e1	9.76340e1	1.8699317e-1	1.2060487e1	7.6956467e-1	
2024-02-02	9:48:00	2.25720e3	5.14968e1	9.76342e1	1.8680685e-1	1.2064683e1	7.6982970e-1	
2024-02-02	9:48:00	2.25697e3	5.14968e1	9.76442e1	1.8679704e-1	1.2051255e1	7.5573425e-1	
2024-02-02	9:48:01	2.26070e3	5.14935e1	9.76392e1	1.8695591e-1	1.2058808e1	7.6109580e-1	
2024-02-02	9:48:01	2.26194e3	5.14968e1	9.76384e1	1.8700760e-1	1.2070558e1	7.6503348e-1	
2024-02-02	9:48:39	2.11191e3	5.14968e1	9.79395e1	1.8049154e-1	1.2067201e1	7.4892716e-1	
2024-02-02	9:48:40	2.10048e3	5.15001e1	9.79397e1	1.7998080e-1	1.2061326e1	7.4250612e-1	
2024-02-02	9:48:41	2.09609e3	5.14968e1	9.79092e1	1.7978527e-1	1.2063844e1	7.5802850e-1	
2024-02-02	9:48:41	2.09459e3	5.14968e1	9.79030e1	1.7971842e-1	1.2045381e1	7.5972280e-1	
2024-02-02	9:48:41	2.08591e3	5.14968e1	9.78717e1	1.7932909e-1	1.2075593e1	7.6719994e-1	
2024-02-02	9:48:42	2.06894e3	5.14968e1	9.78690e1	1.7856459e-1	1.2074754e1	7.7178907e-1	
2024-02-02	9:48:42	2.05640e3	5.14968e1	9.78649e1	1.7799734e-1	1.2072236e1	7.5466723e-1	
2024-02-02	9:48:43	2.04843e3	5.15001e1	9.78587e1	1.7763418e-1	1.2063004e1	7.5656099e-1	
2024-02-02	9:48:43	2.04579e3	5.15001e1	9.78584e1	1.7751382e-1	1.2048738e1	7.5098438e-1	
2024-02-02	9:48:44	2.04287e3	5.15001e1	9.78637e1	1.7738108e-1	1.2089021e1	7.4463672e-1	
2024-02-02	9:48:44	2.03951e3	5.14968e1	9.78752e1	1.7722861e-1	1.2051255e1	7.4727373e-1	
2024-02-02	9:48:45	2.03778e3	5.14935e1	9.78422e1	1.7715070e-1	1.2057130e1	7.6654968e-1	
2024-02-02	9:48:45	2.03425e3	5.14968e1	9.78467e1	1.7698849e-1	1.2075593e1	7.5330400e-1	
2024-02-02	9:48:46	2.03280e3	5.14968e1	9.78460e1	1.7692239e-1	1.2059648e1	7.4794321e-1	
2024-02-02	9:48:46	2.03301e3	5.14968e1	9.78537e1	1.7693184e-1	1.2064683e1	7.4402303e-1	
2024-02-02	9:48:47	2.03430e3	5.14968e1	9.78544e1	1.7699069e-1	1.2074754e1	7.4122376e-1	
2024-02-02	9:48:47	2.03148e3	5.14968e1	9.78700e1	1.7686199e-1	1.2065522e1	7.4095830e-1	
2024-02-02	9:48:48	2.02976e3	5.14935e1	9.78587e1	1.7678411e-1	1.2061326e1	7.5411601e-1	
2024-02-02	9:48:48	2.03054e3	5.14968e1	9.78547e1	1.7681908e-1	1.2046220e1	7.4517369e-1	
2024-02-02	9:48:49	2.02861e3	5.14968e1	9.78612e1	1.7673072e-1	1.2054612e1	7.4890847e-1	
2024-02-02	9:48:49	2.02797e3	5.14935e1	9.78579e1	1.7670197e-1	1.2063004e1	7.4737377e-1	
2024-02-02	9:48:50	2.02901e3	5.14968e1	9.78512e1	1.7674863e-1	1.2048738e1	7.4722871e-1	
2024-02-02	9:48:50	2.03003e3	5.14935e1	9.78457e1	1.7679631e-1	1.2060487e1	7.4088931e-1	
2024-02-02	9:48:51	2.02814e3	5.14968e1	9.78649e1	1.7670899e-1	1.2067201e1	7.4399175e-1	
2024-02-02	9:48:51	2.02835e3	5.15001e1	9.78412e1	1.7671785e-1	1.2060487e1	7.6983356e-1	
2024-02-02	9:48:52	2.02677e3	5.14968e1	9.78412e1	1.7664630e-1	1.2049577e1	7.5444297e-1	
2024-02-02	9:48:52	2.02476e3	5.14968e1	9.78450e1	1.7655417e-1	1.2068040e1	7.4958410e-1	
2024-02-02	9:48:53	2.02694e3	5.14968e1	9.78454e1	1.7665385e-1	1.2064683e1	7.4629325e-1	
2024-02-02	9:48:53	2.02625e3	5.14935e1	9.78485e1	1.7662320e-1	1.2060487e1	7.4486618e-1	
2024-02-02	9:48:54	2.02491e3	5.14968e1	9.78632e1	1.7656106e-1	1.2070558e1	7.4493575e-1	
2024-02-02	9:48:54	2.02453e3	5.14968e1	9.78397e1	1.7654359e-1	1.2060487e1	7.6913146e-1	
2024-02-02	9:48:55	2.02125e3	5.15001e1	9.78410e1	1.7639194e-1	1.2051255e1	7.5666337e-1	
2024-02-02	9:48:56	2.01885e3	5.14968e1	9.78497e1	1.7628253e-1	1.2067201e1	7.5305509e-1	
2024-02-02	9:48:56	2.02279e3	5.14968e1	9.78322e1	1.7646385e-1	1.2058808e1	7.6122865e-1	
2024-02-02	9:48:56	2.02583e3	5.14968e1	9.78432e1	1.7660313e-1	1.2073915e1	7.5205087e-1	
2024-02-02	9:48:57	2.02291e3	5.14935e1	9.78312e1	1.7647032e-1	1.2064683e1	7.7250013e-1	
2024-02-02	9:48:57	2.02080e3	5.14935e1	9.78332e1	1.7637323e-1	1.2044541e1	7.5916433e-1	
2024-02-02	9:48:58	2.01760e3	5.14968e1	9.78427e1	1.7622525e-1	1.2050416e1	7.5124874e-1	
2024-02-02	9:48:58	2.01650e3	5.15001e1	9.78312e1	1.7617386e-1	1.2062165e1	7.6898775e-1	
2024-02-02	9:48:59	2.01987e3	5.15001e1	9.78304e1	1.7632880e-1	1.2056291e1	7.5882725e-1	
2024-02-02	9:48:59	2.01930e3	5.14968e1	9.78324e1	1.7630337e-1	1.2068879e1	7.5369777e-1	
2024-02-02	9:49:00	2.01780e3	5.14968e1	9.78555e1	1.7623461e-1	1.2063844e1	7.4288301e-1	
2024-02-02	9:49:00	2.01911e3	5.14968e1	9.78429e1	1.7629480e-1	1.2057969e1	7.4564094e-1	
2024-02-02	9:49:01	2.01706e3	5.14968e1	9.78572e1	1.7620049e-1	1.2077271e1	7.4141998e-1	
2024-02-02	9:49:02	2.01356e3	5.14968e1	9.78420e1	1.7603960e-1	1.2058808e1	7.5804190e-1	
2024-02-02	9:49:02	2.01231e3	5.14902e1	9.78470e1	1.7598367e-1	1.2047059e1	7.5951452e-1	
2024-02-02	9:49:02	2.01227e3	5.14935e1	9.78252e1	1.7598080e-1	1.2070558e1	7.7150926e-1	
2024-02-02	9:49:03	2.01322e3	5.14968e1	9.78249e1	1.7602360e-1	1.2058808e1	7.7817964e-1	
2024-02-02	9:49:03	2.01310e3	5.14968e1	9.78242e1	1.7601838e-1	1.2033631e1	7.6286859e-1	
2024-02-02	9:49:04	2.01360e3	5.14968e1	9.78322e1	1.7604111e-1	1.2057969e1	7.5270414e-1	
2024-02-02	9:49:04	2.01645e3	5.14935e1	9.78282e1	1.7617342e-1	1.2075593e1	7.7438316e-1	
2024-02-02	9:49:05	2.01204e3	5.14935e1	9.78254e1	1.7597032e-1	1.2034471e1	7.6258463e-1	
2024-02-02	9:49:05	2.00852e3	5.14935e1	9.78355e1	1.7580800e-1	1.2061326e1	7.5066447e-1	
2024-02-02	9:49:06	2.00788e3	5.14968e1	9.78470e1	1.7577779e-1	1.2038667e1	7.5764074e-1	
2024-02-02	9:49:06	2.00874e3	5.14968e1	9.78460e1	1.7581729e-1	1.2065522e1	7.4881906e-1	
2024-02-02	9:49:07	2.00934e3	5.14968e1	9.78429e1	1.7584515e-1	1.2062165e1	7.7205700e-1	
2024-02-02	9:49:07	2.00570e3	5.14968e1	9.78294e1	1.7567727e-1	1.2031953e1	7.6365113e-1	
2024-02-02	9:49:08	2.00575e3	5.14968e1	9.78394e1	1.7567930e-1	1.2063844e1	7.5608396e-1	
2024-02-02	9:49:08	2.00779e3	5.14968e1	9.78345e1	1.7577339e-1	1.2071397e1	7.7151699e-1	
2024-02-02	9:49:09	2.00854e3	5.14968e1	9.78392e1	1.7580814e-1	1.2063004e1	7.5303897e-1	
2024-02-02	9:49:10	2.00884e3	5.14935e1	9.78382e1	1.7582303e-1	1.2073075e1	7.4707326e-1	
2024-02-02	9:49:10	2.00418e3	5.14935e1	9.78604e1	1.7560778e-1	1.2064683e1	7.3907375e-1	
2024-02-02	9:49:10	2.00757e3	5.14935e1	9.78467e1	1.7576455e-1	1.2062165e1	7.5369935e-1	
2024-02-02	9:49:11	2.00471e3	5.14935e1	9.78550e1	1.7563235e-1	1.2064683e1	7.5348687e-1	
2024-02-02	9:49:11	2.00047e3	5.14902e1	9.78355e1	1.7543755e-1	1.2069718e1	7.7246136e-1	
2024-02-02	9:49:12	1.99939e3	5.14935e1	9.78357e1	1.7538653e-1	1.2055451e1	7.6428418e-1	
2024-02-02	9:49:12	2.00056e3	5.14968e1	9.78380e1	1.7543983e-1	1.2057969e1	7.5677623e-1	
2024-02-02	9:49:13	2.00333e3	5.14968e1	9.78277e1	1.7556761e-1	1.2061326e1	7.7504448e-1	
2024-02-02	9:49:13	2.00398e3	5.14968e1	9.78149e1	1.7559771e-1	1.2063004e1	7.8754000e-1	
2024-02-02	9:49:14	2.00272e3	5.14935e1	9.78047e1	1.7554062e-1	1.2060487e1	7.9434223e-1	
2024-02-02	9:49:14	1.99844e3	5.14968e1	9.78005e1	1.7534159e-1	1.2059648e1	7.9315786e-1	
2024-02-02	9:49:15	2.00073e3	5.15001e1	9.77972e1	1.7544674e-1	1.2056291e1	7.9281668e-1	
2024-02-02	9:49:15	2.00138e3	5.14968e1	9.77945e1	1.7547775e-1	1.2057969e1	7.9328956e-1	
2024-02-02	9:49:16	1.99953e3	5.14935e1	9.77962e1	1.7539287e-1	1.2048738e1	7.8772363e-1	
2024-02-02	9:49:16	1.99882e3	5.14935e1	9.78034e1	1.7536006e-1	1.2058808e1	7.8180222e-1	
2024-02-02	9:49:17	1.99772e3	5.14968e1	9.77990e1	1.7530828e-1	1.2057969e1	7.8647909e-1	
2024-02-02	9:49:17	1.99460e3	5.14968e1	9.78062e1	1.7516353e-1	1.2069718e1	7.8732652e-1	
2024-02-02	9:49:18	1.99264e3	5.14935e1	9.78037e1	1.7507376e-1	1.2057130e1	7.8930253e-1	
2024-02-02	9:49:18	1.99530e3	5.14968e1	9.77982e1	1.7519606e-1	1.2073915e1	7.8982086e-1	
2024-02-02	9:49:19	1.99428e3	5.14935e1	9.77992e1	1.7514958e-1	1.2055451e1	7.9391412e-1	
2024-02-02	9:49:19	1.99097e3	5.14935e1	9.77927e1	1.7499650e-1	1.2051255e1	7.9468035e-1	
2024-02-02	9:49:20	1.99135e3	5.14935e1	9.77992e1	1.7501399e-1	1.2058808e1	7.9123878e-1	
2024-02-02	9:49:20	1.99227e3	5.14935e1	9.77957e1	1.7505676e-1	1.2031953e1	7.9477529e-1	
2024-02-02	9:49:21	1.99133e3	5.14935e1	9.77945e1	1.7501296e-1	1.2032792e1	7.9371881e-1	
2024-02-02	9:49:21	1.98955e3	5.14935e1	9.77942e1	1.7493040e-1	1.2047059e1	7.8902792e-1	
2024-02-02	9:49:22	1.98799e3	5.15001e1	9.78000e1	1.7485611e-1	1.2060487e1	7.7347178e-1	
2024-02-02	9:49:22	1.98748e3	5.14968e1	9.78177e1	1.7483319e-1	1.2050416e1	7.7092065e-1	
2024-02-02	9:49:23	1.98494e3	5.14968e1	9.78209e1	1.7471539e-1	1.2079789e1	7.7603726e-1	
2024-02-02	9:49:24	1.98514e3	5.14968e1	9.78310e1	1.7472467e-1	1.2057130e1	7.5636444e-1	
2024-02-02	9:49:24	1.98621e3	5.14968e1	9.78342e1	1.7477416e-1	1.2073075e1	7.4976148e-1	
2024-02-02	9:49:24	1.98458e3	5.14902e1	9.78550e1	1.7470049e-1	1.2056291e1	7.4381237e-1	
2024-02-02	9:49:25	1.98654e3	5.14902e1	9.78415e1	1.7479150e-1	1.2068879e1	7.5618882e-1	
2024-02-02	9:49:25	1.98487e3	5.14902e1	9.78474e1	1.7471389e-1	1.2066361e1	7.4569225e-1	
2024-02-02	9:49:26	1.98291e3	5.14935e1	9.78522e1	1.7462189e-1	1.2059648e1	7.4585676e-1	
2024-02-02	9:49:26	1.98393e3	5.14935e1	9.78612e1	1.7466909e-1	1.2047898e1	7.4352540e-1	
2024-02-02	9:49:27	1.98544e3	5.14935e1	9.78539e1	1.7473935e-1	1.2039506e1	7.5085425e-1	
2024-02-02	9:49:27	1.98508e3	5.14968e1	9.78515e1	1.7472181e-1	1.2070558e1	7.4238252e-1	
2024-02-02	9:49:28	1.98155e3	5.15001e1	9.78682e1	1.7455637e-1	1.2060487e1	7.3592901e-1	
2024-02-02	9:49:28	1.98405e3	5.14968e1	9.78600e1	1.7467408e-1	1.2050416e1	7.4606680e-1	
2024-02-02	9:49:29	1.98678e3	5.14935e1	9.78669e1	1.7480164e-1	1.2057130e1	7.4447579e-1	
2024-02-02	9:49:29	1.98300e3	5.14968e1	9.78592e1	1.7462499e-1	1.2059648e1	7.4415082e-1	
2024-02-02	9:49:30	1.97964e3	5.15001e1	9.78527e1	1.7446781e-1	1.2049577e1	7.3713130e-1	
2024-02-02	9:49:30	1.97963e3	5.15001e1	9.78702e1	1.7446730e-1	1.2052094e1	7.3967003e-1	
2024-02-02	9:49:31	1.98123e3	5.14968e1	9.78612e1	1.7454284e-1	1.2035310e1	7.4687156e-1	
2024-02-02	9:49:31	1.98322e3	5.14968e1	9.78604e1	1.7463548e-1	1.2069718e1	7.4598503e-1	
2024-02-02	9:49:32	1.98210e3	5.14968e1	9.78569e1	1.7458317e-1	1.2058808e1	7.4549627e-1	
2024-02-02	9:49:32	1.97685e3	5.14935e1	9.78492e1	1.7433928e-1	1.2063004e1	7.5115580e-1	
2024-02-02	9:49:33	1.97832e3	5.14935e1	9.78617e1	1.7440824e-1	1.2064683e1	7.4854278e-1	
2024-02-02	9:49:33	1.98071e3	5.15001e1	9.78375e1	1.7451751e-1	1.2070558e1	7.6715664e-1	
2024-02-02	9:49:34	1.97920e3	5.14935e1	9.78407e1	1.7444914e-1	1.2058808e1	7.6654453e-1	
2024-02-02	9:49:34	1.97827e3	5.14935e1	9.78442e1	1.7440590e-1	1.2068040e1	7.5427341e-1	
2024-02-02	9:49:35	1.97696e3	5.14935e1	9.78397e1	1.7434449e-1	1.2072236e1	7.5976676e-1	
2024-02-02	9:49:35	1.97678e3	5.14935e1	9.78567e1	1.7433629e-1	1.2062165e1	7.5214605e-1	
2024-02-02	9:49:36	1.97830e3	5.14968e1	9.78365e1	1.7440619e-1	1.2061326e1	7.6151399e-1	
2024-02-02	9:49:36	1.97373e3	5.14968e1	9.78502e1	1.7419313e-1	1.2052934e1	7.4880275e-1	
2024-02-02	9:49:37	1.97120e3	5.14935e1	9.78464e1	1.7407581e-1	1.2071397e1	7.4649467e-1	
2024-02-02	9:49:38	1.97317e3	5.14935e1	9.78567e1	1.7416788e-1	1.2068040e1	7.4110035e-1	
2024-02-02	9:49:38	1.97451e3	5.14968e1	9.78495e1	1.7422921e-1	1.2050416e1	7.5024776e-1	
2024-02-02	9:49:39	1.97334e3	5.15001e1	9.78604e1	1.7417406e-1	1.2059648e1	7.4563131e-1	
2024-02-02	9:49:39	1.96999e3	5.15001e1	9.78502e1	1.7401747e-1	1.2065522e1	7.6447253e-1	
2024-02-02	9:49:39	1.96877e3	5.14968e1	9.78520e1	1.7396110e-1	1.2053773e1	7.5604696e-1	
2024-02-02	9:49:40	1.96914e3	5.14935e1	9.78334e1	1.7397937e-1	1.2051255e1	7.6898999e-1	
2024-02-02	9:49:41	1.97130e3	5.14902e1	9.78262e1	1.7408122e-1	1.2079789e1	7.7840442e-1	
2024-02-02	9:49:41	1.97229e3	5.14902e1	9.78272e1	1.7412753e-1	1.2039506e1	7.6514124e-1	
2024-02-02	9:49:41	1.97093e3	5.14935e1	9.78367e1	1.7406306e-1	1.2063004e1	7.5352330e-1	
2024-02-02	9:49:42	1.96949e3	5.14935e1	9.78479e1	1.7399567e-1	1.2059648e1	7.5510482e-1	
2024-02-02	9:49:42	1.96864e3	5.14902e1	9.78492e1	1.7395710e-1	1.2055451e1	7.4617629e-1	
2024-02-02	9:49:43	1.96459e3	5.14902e1	9.78667e1	1.7376756e-1	1.2056291e1	7.4556183e-1	
2024-02-02	9:49:43	1.96507e3	5.14935e1	9.79657e1	1.7378920e-1	1.2073075e1	7.4207549e-1	
2024-02-02	9:49:44	1.97266e3	5.14968e1	9.78272e1	1.7414317e-1	1.2056291e1	7.5238399e-1	
2024-02-02	9:49:44	1.95874e3	5.14968e1	9.78079e1	1.7349118e-1	1.2063004e1	7.6715030e-1	
2024-02-02	9:49:45	1.98619e3	5.14968e1	9.78254e1	1.7477334e-1	1.2056291e1	7.6378936e-1	
2024-02-02	9:49:45	2.00467e3	5.14902e1	9.78359e1	1.7563123e-1	1.2062165e1	7.5588359e-1	
2024-02-02	9:49:46	1.96815e3	5.14968e1	9.78244e1	1.7393236e-1	1.2069718e1	7.7631955e-1	
2024-02-02	9:49:46	1.94928e3	5.15001e1	9.78132e1	1.7304587e-1	1.2069718e1	7.8450307e-1	
2024-02-02	9:49:47	1.95191e3	5.14968e1	9.78055e1	1.7317028e-1	1.2063004e1	7.8303489e-1	
2024-02-02	9:49:48	1.95886e3	5.14968e1	9.78232e1	1.7349686e-1	1.2040345e1	7.6353063e-1	
2024-02-02	9:49:48	1.96240e3	5.14968e1	9.78332e1	1.7366314e-1	1.2057130e1	7.5271158e-1	
2024-02-02	9:49:48	1.96519e3	5.14968e1	9.78457e1	1.7379361e-1	1.2047059e1	7.5259561e-1	
